cost record in iterations
237114.352088
207991.423631
198812.268381
194962.235957
192811.427231
191429.963026
190487.981695
189727.874176
189182.551834
188727.664799
188403.325453
188124.262845
187806.960888
187487.636509
187165.490452
186870.252142
186589.160270
186366.026125
186185.307904
186026.708565
185882.167880
185760.891705
185648.601493
185565.689246
185496.270294
185454.611523
185397.278903
185366.456000
185337.197866
185315.802212
185291.435596
185271.516691
185248.415863
185220.394671
185194.662908
185156.335055
185116.385554
185070.557711
185018.750852
184947.065608
184860.554869
184779.758132
184707.698955
184646.131925
184592.839077
184545.017185
184496.230294
184446.683263
184404.266024
184386.488855
184367.584771
184355.533763
184344.239037
184324.974494
184288.189810
184251.680960
184219.973640
184195.789762
184175.035423
184155.045286
184145.726854
184134.745153
184124.821619
184116.760599
184109.918555
184102.987273
184093.111178
184084.891328
184078.505680
184074.857680
184072.672246
184070.963352
184068.934200
184067.035248
184065.336081
184063.637505
184062.187177
184060.743659
184058.137591
184055.008514
184050.284461
184046.165602
184044.526048
184043.310501
184042.449283
184040.457896
184037.598330
184036.594907
184036.239960
184035.968903
184035.744678
184035.114740
184034.986949
184034.788229
