cost record in iterations
6500.085988
4992.475192
4472.074316
4268.100828
4184.257169
4150.515031
4132.747150
4119.194633
4107.044482
4099.857623
4093.347374
4086.860375
4075.358246
4061.901801
4046.499013
4030.390304
4017.330623
4004.779975
3996.713840
3990.330018
3986.263220
3983.694719
3979.944366
3977.073384
3974.536373
3971.742451
3969.760761
3968.537891
3967.130127
3966.226644
3964.901923
3963.288965
3961.250500
3959.615005
3958.400363
3957.599833
3956.436686
3955.021222
3953.860897
3953.187226
3952.891727
3952.532347
3951.456547
3950.279068
3949.537659
3948.806753
3947.689242
3946.261302
3945.029059
3944.084613
3943.312890
3942.265002
3941.567382
3940.897689
3940.218661
3939.664669
3939.314931
3938.998948
3938.918464
3938.854034
3938.839341
