cost record in iterations
196195.241016
176326.208451
167839.015653
164239.815781
162089.120073
160730.381236
159742.034407
159198.716437
158803.665050
158383.181101
158093.348323
157903.834759
157644.030673
157441.880428
157213.702924
156993.005473
156816.691096
156723.092390
156594.330563
156513.432670
156485.667054
156458.607020
156423.466060
156398.008356
156384.309304
156370.235820
156332.286134
156284.605329
156244.496062
156230.241128
156217.001864
156168.351603
156116.305303
156070.408293
155998.451901
155956.415490
155932.774450
155918.949364
155913.604122
155905.184216
155890.971467
155873.715535
155872.120354
155868.243057
