cost record in iterations
15838.521199
12081.073846
10236.629484
9571.210497
9349.085155
9275.254947
9250.674447
9242.436247
9239.694916
9238.774382
9238.467100
9238.366734
9238.332379
9238.319336
9238.315525
9238.314168
9238.313851
9238.313695
9238.313591
9238.313543
9238.313540
9238.313539
9238.313539
9238.313539
