cost record in iterations
11943.931157
10535.785316
9635.774680
9353.894842
9275.567142
9250.743040
9242.487873
9239.717042
9238.784529
9238.473952
9238.366770
9238.329725
9238.318062
9238.314549
9238.313985
9238.313809
9238.313412
9238.313377
9238.313371
9238.313367
9238.313359
9238.313354
9238.313354
9238.313354
