cost record in iterations
9316.697118
8545.382392
8301.846927
8179.111708
8101.838775
8042.504874
7990.342395
7943.802121
7905.778221
7878.406815
7860.784115
7850.233230
7844.202837
7840.852710
7839.009239
7837.989203
7837.427943
7837.113324
7836.935101
7836.833253
7836.774996
7836.738865
7836.706462
7836.678633
7836.676129
