cost record in iterations
5119.125001
4420.537711
4125.636199
3941.599971
3796.318897
3689.024033
3641.095958
3608.584964
3577.624104
3553.289078
3534.104061
3518.519623
3505.935775
3495.506872
3487.489146
3482.376588
3478.126857
3470.033982
3463.690475
3456.992140
3448.147913
3435.081041
3424.601196
3416.947046
3411.941358
3407.773596
3403.633915
3399.903765
3397.452984
3395.424151
3394.459379
3393.277038
3392.690105
3391.707630
3391.269647
3390.863934
3390.710442
