cost record in iterations
183865.971566
172980.901148
168586.473289
165848.284713
164473.931374
163106.413718
162143.572796
161192.585077
159772.798366
158673.600752
157977.980795
157547.472117
157252.859577
157005.770281
156797.755570
156660.256610
156510.557177
156364.751379
156223.003538
156068.292765
155968.084867
155849.749113
155789.282182
155743.884570
155710.411296
155690.588776
155676.808485
155662.611353
155645.653867
155633.022976
155632.957517
