KEY_CODE,population
533912381,2322
533912382,3937
533912383,2892
533912384,2318
533912391,4796
533912392,1447
533912393,2664
533912394,374
533912422,24
533912431,152
533912432,114
533912433,86
533912434,7
533912441,958
533912442,336
533912443,248
533912444,96
533912451,10
533912452,149
533912453,30
533912454,218
533912461,1164
533912462,1062
533912463,1043
533912464,1068
533912471,2094
533912472,3344
533912473,1485
533912474,2245
533912481,2732
533912482,1983
533912483,1530
533912484,2301
533912491,1883
533912492,79
533912493,1649
533912494,1
533912523,8
533912524,18
533912533,4
533912541,26
533912542,146
533912544,53
533912551,68
533912552,367
533912553,236
533912554,612
533912561,521
533912562,474
533912563,1148
533912564,860
533912571,703
533912572,1050
533912573,252
533912574,504
533912581,1854
533912582,2183
533912583,2195
533912584,2160
533912591,1258
533912592,619
533912593,622
533912594,791
533912621,9
533912622,532
533912623,9
533912624,250
533912631,131
533912633,188
533912634,6
533912642,65
533912643,10
533912644,215
533912651,103
533912652,291
533912653,65
533912654,228
533912661,279
533912662,276
533912663,120
533912664,6
533912671,398
533912672,1157
533912673,912
533912674,2014
533912681,2763
533912682,2035
533912683,1221
533912684,98
533912691,535
533912692,822
533912693,428
533912694,2143
533912712,1
533912714,80
533912721,78
533912722,259
533912723,267
533912724,42
533912731,92
533912732,133
533912733,114
533912734,50
533912741,35
533912742,677
533912743,117
533912744,142
533912751,905
533912753,608
533912754,22
533912762,19
533912763,4
533912764,745
533912771,1862
533912772,2615
533912773,2337
533912774,1078
533912781,571
533912782,203
533912783,260
533912784,18
533912791,552
533912792,253
533912793,2198
533912794,10
533912812,124
533912814,344
533912821,2
533912833,2
533912841,61
533912844,127
533912852,256
533912853,67
533912854,848
