longitude,latitude
139.658361,35.751519
139.711618,35.760507
139.838889,35.693587
139.76737,35.560398
139.86647,35.753766
139.710436,35.56771
139.731365,35.718169
139.691667,35.613078
139.723632,35.59694
139.763441,35.566338
139.619294,35.68297
139.87211,35.705264
139.822934,35.663201
139.60623,35.695733
139.752017,35.599436
139.623722,35.698389
139.67316,35.585189
139.893791,35.793914
139.821228,35.667979
139.876713,35.733815
139.75929,35.759529
139.614406,35.718292
139.761698,35.690654
