cost record in iterations
6349.956695
5141.254657
4608.960862
4283.118281
4059.642593
3908.625454
3816.376159
3758.322948
3722.307096
3701.698646
3685.547328
3671.166324
3660.923342
3650.794113
3643.599609
3637.434272
3630.977655
3621.923275
3615.239665
3606.783905
3601.803887
3594.693630
3583.253263
3574.731789
3567.325591
3556.951895
3544.683169
3533.278021
3524.373737
3517.879505
3511.947690
3506.052499
3501.315021
3497.825075
3495.387480
3491.293303
3486.837504
3482.970770
3479.789033
3476.358121
3473.364899
3470.562782
3469.219891
3467.891096
3465.766297
3463.498896
3461.966599
3461.557589
3461.279580
3461.187140
3461.075967
3460.990640
3460.687817
3460.234307
3459.741913
3458.134570
3455.431134
3453.374231
3452.079051
3451.634101
3451.182278
3449.430064
3446.232127
3441.862543
3437.949349
3436.595474
3434.938292
3432.998553
3431.327722
3428.725837
3426.299358
3424.949924
3422.898601
3421.195607
3420.507585
3419.572202
3419.399246
3419.282252
