cost record in iterations
218024.484230
196484.611050
190329.252142
187480.963184
185576.219229
184254.169289
183340.509219
182771.950231
182442.642872
182208.646117
182006.786847
181855.865889
181729.045734
181614.203007
181527.713831
181468.495929
181409.576326
181364.030674
181317.804299
181278.548003
181240.541863
181204.025268
181187.995908
181176.670699
181167.232111
181160.960065
181155.372969
181151.140025
181145.110927
181141.110030
181137.993790
181135.453509
181132.992069
181130.538823
181125.189537
181122.990784
181119.795570
181110.116313
181105.679188
181098.846523
181090.054670
181081.852324
181077.529402
181069.830692
181060.465151
181049.416418
181036.327232
181022.695209
181013.626260
181002.695602
180986.550964
180975.325390
180963.601765
180947.833826
180936.261364
180926.015429
180916.090900
180905.216980
180896.916966
180887.913898
180878.134489
180870.703092
180862.730541
180855.081597
180850.956128
180846.478192
180844.454673
180842.149407
180832.104444
180823.139305
180820.109035
180819.015004
180818.949926
180818.860779
180818.705286
