cost record in iterations
5696.846745
4972.643910
4706.985907
4545.404558
4442.143901
4376.909948
4328.295249
4293.784509
4271.480511
4254.858260
4240.049432
4222.013001
4206.963686
4191.517612
4175.311555
4161.188079
4147.515730
4130.210375
4113.450186
4101.233095
4091.044492
4079.403146
4062.306616
4032.864968
3992.170948
3963.776295
3947.744571
3939.309666
3933.949463
3929.980514
3926.424669
3922.872715
3919.271046
3914.506779
3908.430391
3901.839536
3897.479082
3893.194126
3888.578709
3885.311603
3883.886950
3882.864297
3881.431946
3880.756371
3880.004316
3879.430109
3878.905417
3878.642551
3878.504335
3878.245811
3878.019715
3877.853215
3877.599388
3877.320997
3877.190156
3877.151238
3877.144445
3877.130368
