2024-01-28 02:05:42
メッシュの数:400
初期母点
54.881350 71.518937
60.276338 54.488318
42.365480 64.589411
43.758721 89.177300
96.366276 38.344152
79.172504 52.889492
56.804456 92.559664
7.103606 8.712930
2.021840 83.261985
77.815675 87.001215
局所最適点
54.199577 49.196039
48.175285 13.783439
14.084773 50.564311
35.814922 81.523135
82.796672 15.747666
88.885593 51.894425
64.810660 85.036473
15.509490 18.080272
6.993042 87.581552
89.585666 86.554873
optimized cost:36302135.496701
2024-01-28 02:05:42
メッシュの数:400
初期母点
41.702200 72.032449
0.011437 30.233257
14.675589 9.233859
18.626021 34.556073
39.676747 53.881673
41.919451 68.521950
20.445225 87.811744
2.738759 67.046751
41.730480 55.868983
14.038694 19.810149
局所最適点
78.159536 88.773704
9.377795 43.979196
51.492307 12.219772
36.813637 46.947969
63.795349 49.269044
90.218742 60.363171
42.565050 84.656821
10.042489 80.889475
86.461293 18.640087
16.292489 14.391748
optimized cost:36822449.025028
2024-01-28 02:05:43
メッシュの数:400
初期母点
43.599490 2.592623
54.966248 43.532239
42.036780 33.033482
20.464863 61.927097
29.965467 26.682728
62.113383 52.914209
13.457995 51.357812
18.443987 78.533515
85.397529 49.423684
84.656149 7.964548
局所最適点
52.253229 10.882749
62.395159 49.648017
34.922482 35.700375
38.423045 76.860490
14.282128 14.169921
74.527154 89.455914
9.743980 50.657425
10.183330 89.554261
90.457424 61.016845
86.412223 18.758956
optimized cost:36815071.786529
2024-01-28 02:05:43
メッシュの数:400
初期母点
55.079790 70.814782
29.090474 51.082761
89.294695 89.629309
12.558531 20.724288
5.146720 44.080984
2.987621 45.683322
64.914405 27.848728
67.625490 59.086282
2.398188 55.885409
25.925245 41.510120
局所最適点
47.021888 86.936555
49.440502 56.706681
83.178071 83.610665
13.205472 10.864506
15.631916 35.023323
11.753535 58.139861
81.656514 14.794355
86.039363 49.201100
10.806285 87.506619
47.201046 19.382003
optimized cost:37517660.041417
2024-01-28 02:05:43
メッシュの数:400
初期母点
96.702984 54.723225
97.268436 71.481599
69.772882 21.608950
97.627445 0.623026
25.298236 43.479153
77.938292 19.768507
86.299324 98.340068
16.384224 59.733394
0.898610 38.657128
4.416006 95.665297
局所最適点
81.854940 55.874944
86.607243 85.799683
47.511086 12.345824
82.204565 10.338188
46.751688 45.462741
87.261993 30.713387
52.552410 84.530615
13.838744 58.945114
12.961474 20.873441
13.780651 91.251406
optimized cost:38408814.468579
2024-01-28 02:05:44
メッシュの数:400
初期母点
22.199317 87.073231
20.671916 91.861091
48.841119 61.174386
76.590786 51.841799
29.680050 18.772123
8.074127 73.844030
44.130922 15.830987
87.993703 27.408646
41.423502 29.607993
62.878791 57.983781
局所最適点
41.244625 87.839995
8.050562 92.045890
49.678810 63.711671
85.583816 57.083024
13.449274 20.129969
12.310946 57.931030
50.418052 9.275896
85.141362 19.336199
46.700195 37.069996
79.324716 88.304449
optimized cost:37077626.757868
2024-01-28 02:05:44
メッシュの数:400
初期母点
89.286015 33.197981
82.122912 4.169663
10.765668 59.505206
52.981736 41.880743
33.540785 62.251943
43.814143 73.588211
51.803641 57.885860
64.535510 99.022427
81.985820 41.320093
87.626766 82.375943
局所最適点
86.713189 16.180077
53.207208 14.540511
9.301485 48.582037
18.569517 18.359145
31.908506 67.862538
11.345454 89.519658
55.616404 50.744309
56.541094 89.254167
87.922431 50.708813
86.564358 82.926078
optimized cost:36952330.524813
2024-01-28 02:05:44
メッシュの数:400
初期母点
7.630829 77.991879
43.840923 72.346518
97.798951 53.849587
50.112046 7.205113
26.843898 49.988250
67.923000 80.373904
38.094113 6.593635
28.814560 90.959353
21.338535 45.212396
93.120602 2.489923
局所最適点
10.315283 83.908124
52.228688 61.509533
85.980460 52.152179
51.625688 10.105151
43.335515 36.223253
80.214919 86.357115
15.564229 15.039232
41.750060 87.640294
11.115688 48.412028
84.530892 17.201700
optimized cost:36651867.928824
2024-01-28 02:05:45
メッシュの数:400
初期母点
87.342940 96.854066
86.919454 53.085569
23.272833 1.139880
43.046882 40.235136
52.267467 47.839180
55.535647 54.338602
76.089558 71.237457
61.968210 42.609177
28.907503 97.385524
33.377405 21.880106
局所最適点
89.585666 86.554873
88.944358 51.690392
10.213487 17.015884
13.049399 51.672970
54.612024 49.489592
35.814922 81.523135
64.810660 85.036473
80.242661 15.219684
7.534518 89.155504
40.656949 16.825102
optimized cost:36435497.974857
2024-01-28 02:05:45
メッシュの数:400
初期母点
1.037415 50.187459
49.577329 13.382953
14.211109 21.855868
41.850818 24.810117
8.405965 34.549864
16.677635 87.855909
95.096403 3.874838
69.910739 57.275982
89.800712 66.689897
54.783778 70.242742
局所最適点
14.714564 63.270354
52.185135 10.927685
16.681142 13.549367
46.412089 42.360883
11.167097 38.012669
14.614834 91.567862
85.686334 18.276028
82.165662 53.735250
86.846115 85.289047
52.898737 82.271881
optimized cost:37435493.416588
