cost record in iterations
8062.694009
6351.304123
5479.087661
4832.123226
4522.459224
4371.140316
4277.996253
4219.956809
4174.893576
4137.365434
4108.266859
4087.346582
4069.572010
4056.088518
4045.244401
4033.642786
4023.708675
4016.851259
4010.599564
4003.792906
3997.663363
3991.549952
3985.428863
3981.005845
3976.965486
3974.463582
3972.119541
3970.397658
3969.160211
3968.069624
3967.035059
3965.615970
3964.466233
3963.866933
3963.467309
3963.311597
3963.062648
3962.705695
3962.542298
3962.435788
3962.413408
3962.376563
3962.349077
3962.348508
