cost record in iterations
58104418.837206
48852612.467350
46725777.105441
45515922.653692
44225237.363871
42499487.114811
40914138.898133
40064618.584084
39305580.483080
38750331.836842
38157421.240548
37498819.439954
36968627.246536
36838133.972896
36657522.328992
36441750.367251
36385140.697173
36329653.057407
36192974.152658
36184403.345298
