cost record in iterations
179826.640362
170179.800609
166913.422209
164526.022258
162759.981294
161193.503901
159919.485564
158727.961932
157770.192559
157212.132738
156717.962183
156419.519163
156074.091918
155756.436714
155460.980698
155207.411679
155045.107434
154905.284953
154851.801964
154810.165931
154741.499649
154673.554759
154603.018577
154557.533432
154531.263279
154482.610449
154456.110469
154454.293529
