cost record in iterations
56781052.920591
53772261.704582
52206880.420279
49233543.186739
45973607.856648
43657507.038274
42197371.049123
41288592.577366
40677844.848508
40263587.486204
39892763.976177
39795314.021317
39763250.513178
39736309.689749
39672267.777234
39670450.309190
