cost record in iterations
6059.481685
4778.295853
4406.649335
4186.511216
4033.129709
3930.779371
3852.396072
3800.360329
3773.979092
3737.711187
3713.104260
3692.034862
3675.559440
3660.051233
3643.262800
3628.031146
3615.596480
3603.075187
3586.467460
3572.293010
3550.530725
3536.464490
3524.475987
3517.795631
3508.868728
3498.046870
3492.085853
3486.289640
3478.090430
3470.063749
3464.299830
3459.216018
3453.612625
3444.604946
3437.409558
3430.780236
3424.213142
3420.236772
3416.282901
3413.641314
3411.372771
3409.962902
3408.887888
3408.176853
3407.706459
3407.232352
3406.061510
3404.818076
3404.016096
3403.458582
3402.907647
3402.185021
3401.656818
