cost record in iterations
51257505.241898
43047327.279117
40563410.571405
39553355.650428
39033606.246187
38845832.763148
38534766.469231
38173884.562198
37928307.520027
37539731.001732
37236784.076042
37061299.125786
36676398.144372
36610818.141763
36519578.951071
36467891.415846
36413244.454924
36389847.585338
36340631.095671
