cost record in iterations
233392.020396
209863.970109
203339.031335
199457.309804
197017.160151
195524.775861
194554.034048
193833.330294
193220.841450
192672.166135
192266.185504
192043.130822
191919.476084
191831.625272
191772.242074
191703.333052
191661.338368
191625.102529
191590.466681
191566.191791
191550.783913
191525.648167
191502.496470
191486.194577
191460.649752
191444.932460
191437.351314
191428.412860
191413.679489
191393.368822
191380.411259
191368.196676
191359.797503
191346.912781
191336.455684
191324.734943
191311.311072
191293.580433
191285.919125
191270.293556
191232.777160
191172.102540
191120.815209
191066.081348
191017.045758
190970.454090
190927.891656
190889.739275
190853.978903
190797.590057
190725.309295
190676.840755
190643.116391
190578.473783
190508.907219
190478.374784
190412.413314
190388.561001
190374.317415
190339.057596
190300.193147
190284.186369
190265.278787
190226.872318
190194.572866
190172.428265
190149.923232
190130.888059
190107.802986
190077.157814
190038.277769
190005.202414
189977.222054
189963.419836
189956.429430
189950.220206
189944.543657
189933.977612
189918.653802
189893.195681
189861.624716
189841.037081
189816.423493
189784.854761
189729.420588
189657.590908
189603.503945
189518.778624
189437.352876
189382.070201
189254.712096
188943.112805
188238.573183
187193.719314
186190.677649
185796.916567
185578.117102
185432.763887
185315.746566
185178.955481
