cost record in iterations
189410.251440
169795.480941
163466.056748
160837.175316
159139.032189
158067.002719
157343.289771
156765.640851
156417.798814
156216.932251
156038.518488
155876.221748
155718.378661
155607.670877
155552.419257
155491.261954
155427.491973
155376.310314
155295.691040
155251.466083
155214.327029
155187.922663
155156.401121
155152.616209
155148.036628
155137.550128
155122.190009
155117.400186
155116.049278
155111.405562
155087.745355
155054.842167
155013.655943
154935.926770
154834.800999
154670.835612
154526.307432
154434.376969
154362.554329
154293.339588
154256.266227
154238.899246
154190.711543
154176.089735
154175.749013
