cost record in iterations
193406.773611
177696.280779
169761.155399
167006.501711
165007.637320
163680.570560
162814.181193
162450.716585
162171.781908
161756.914307
161370.343929
161116.318838
160995.020834
160696.718707
160471.457772
160397.683775
160353.675997
160275.599149
160100.102686
159995.969553
159874.452702
159797.440961
159763.768992
159734.240480
159729.285593
159729.063257
