cost record in iterations
210587.351741
199546.659875
195323.099603
192602.567783
190836.226850
189754.855524
188979.932597
188354.459274
187956.352875
187660.352312
187418.210069
187221.891939
187057.430581
186892.727774
186755.119119
186592.035909
186412.069525
186215.164682
185984.914606
185732.675322
185475.545262
185236.178411
185000.934001
184837.961406
184730.388185
184656.508231
184598.123436
184563.637554
184531.148184
184504.203918
184475.600556
184426.031868
184320.923875
184036.084858
183342.688246
182266.989463
181527.751026
181218.278623
181083.495767
181012.699060
180952.597784
180907.431440
180868.010203
180839.098072
180815.854150
180804.487371
180792.322920
180783.051247
180775.870126
180769.988100
180765.584892
180763.299994
180761.450689
180758.110600
180754.402102
180752.644944
180751.645909
180750.226529
180748.086314
180747.146116
180746.757419
180746.652518
180746.651063
