cost record in iterations
13263.080386
11689.785919
11398.793280
11318.146140
11281.703548
11264.165841
11255.700384
11251.584986
11249.588122
11248.611561
11248.135867
11247.889428
11247.774870
11247.727110
11247.700341
11247.685121
11247.677887
11247.674829
11247.673359
11247.672563
11247.672236
11247.672126
11247.672084
11247.672027
11247.671979
11247.671958
11247.671958
