cost record in iterations
10129.209717
9434.400368
8807.777600
8530.671238
8435.216552
8403.269850
8392.576226
8388.987499
8387.796747
8387.401222
8387.268784
8387.225483
8387.210600
8387.205317
8387.203819
8387.203315
8387.203145
8387.203027
8387.203001
8387.202993
8387.202992
8387.202992
