cost record in iterations
2724453.832775
2646267.874032
2609917.625762
2585179.482284
2575649.687622
2565997.513697
2557510.828553
2549737.059123
2544549.826209
2543054.372598
2541845.335392
2541116.018336
2540200.831190
2540040.711679
2539998.091715
