cost record in iterations
216338.438136
196388.037783
190398.883860
187787.084990
186671.294867
186132.270118
185851.184270
185651.946501
185493.343865
185304.801390
185171.434796
185075.600114
184959.772044
184874.319077
184817.513642
184721.519940
184639.803780
184534.465882
184424.988612
184302.423562
184146.540595
183974.987318
183779.773957
183590.180190
183366.013730
183128.664923
182925.686156
182776.702863
182694.674503
182638.502455
182607.374335
182586.598444
182570.979950
182555.519550
182548.967649
182544.066968
182539.733111
182532.058722
182527.051330
182522.711697
182521.111314
182520.412435
182515.322712
182503.605333
182492.860293
182486.552520
182478.460647
182473.141289
182470.243393
182466.335710
182464.420594
182459.927318
182448.349855
182428.391750
182417.484300
182411.163878
182403.172021
182391.851725
182384.778759
182376.439943
182369.224754
182363.350997
182358.028971
182353.011164
182348.946700
182345.405027
182341.174033
182339.647604
182338.830869
182337.529462
182336.677159
182336.534115
182336.202308
182336.152902
182336.112441
