cost record in iterations
51977933.987735
47485113.898987
44574888.695323
42111585.062313
40681896.330431
40115946.794026
39635205.641519
39120440.022343
38893218.471643
38743589.067903
38563795.631438
38417645.017443
38252283.450986
38195190.855080
38180671.375492
38150252.831141
38074670.761186
37873495.000451
37811717.868487
37807622.081763
